27,6,909.62,954.40,40.71,89.88,0.32,-1,-1,-1
27,7,742.93,1015.46,44.13,69.34,0.27,-1,-1,-1
28,3,1096.17,530.61,33.55,60.56,0.34,-1,-1,-1
28,5,1154.30,641.54,46.37,78.99,0.25,-1,-1,-1
28,6,914.60,965.87,42.27,94.29,0.38,-1,-1,-1
28,7,754.39,1027.53,37.22,58.48,0.27,-1,-1,-1
29,3,1098.12,532.97,33.40,60.29,0.34,-1,-1,-1
29,5,1157.79,643.16,46.54,79.29,0.25,-1,-1,-1
29,6,921.10,976.31,43.18,95.69,0.45,-1,-1,-1
29,7,766.65,1040.86,28.69,45.09,0.27,-1,-1,-1
30,3,1100.07,535.32,33.25,60.02,0.34,-1,-1,-1
30,5,1161.27,644.77,46.72,79.59,0.25,-1,-1,-1
30,6,927.31,990.30,43.42,93.01,0.39,-1,-1,-1
30,7,780.91,1057.34,16.16,25.40,0.27,-1,-1,-1
31,3,1098.82,530.29,35.19,61.89,0.29,-1,-1,-1
31,5,1164.76,646.39,46.89,79.88,0.25,-1,-1,-1
31,6,933.26,1000.53,43.07,87.49,0.40,-1,-1,-1
31,7,788.91,1063.97,16.16,25.40,0.27,-1,-1,-1
32,3,1100.55,532.03,35.12,61.77,0.29,-1,-1,-1
32,5,1168.25,648.01,47.06,80.18,0.25,-1,-1,-1
32,6,939.53,1012.91,43.10,87.56,0.40,-1,-1,-1
32,7,796.90,1070.61,16.16,25.40,0.27,-1,-1,-1
33,3,1102.28,533.77,35.05,61.64,0.29,-1,-1,-1
33,5,1171.74,649.63,47.24,80.47,0.25,-1,-1,-1
33,6,939.70,1024.31,42.94,68.95,0.35,-1,-1,-1
33,7,804.90,1077.24,16.16,25.40,0.27,-1,-1,-1
33,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
34,3,1104.01,535.52,34.97,61.51,0.29,-1,-1,-1
34,5,1175.23,651.24,47.41,80.77,0.25,-1,-1,-1
34,6,945.57,1036.01,42.34,67.99,0.35,-1,-1,-1
34,7,812.90,1083.88,16.16,25.40,0.27,-1,-1,-1
34,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
34,10,869.89,363.79,42.04,58.33,0.37,-1,-1,-1
35,3,1105.74,537.26,34.90,61.38,0.29,-1,-1,-1
35,5,1178.72,652.86,47.58,81.06,0.25,-1,-1,-1
35,6,951.45,1047.71,41.74,67.02,0.35,-1,-1,-1
35,7,820.90,1090.51,16.16,25.40,0.27,-1,-1,-1
35,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
35,10,869.89,363.79,42.04,58.33,0.37,-1,-1,-1
36,3,1102.07,533.78,35.86,59.69,0.31,-1,-1,-1
36,5,1182.20,654.48,47.75,81.35,0.25,-1,-1,-1
36,6,957.33,1059.42,41.13,66.04,0.35,-1,-1,-1
36,7,828.89,1097.14,16.16,25.40,0.27,-1,-1,-1
36,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
36,10,869.89,363.79,42.04,58.33,0.37,-1,-1,-1
37,3,1101.49,533.92,35.12,60.02,0.23,-1,-1,-1
37,5,1185.69,656.10,47.92,81.64,0.25,-1,-1,-1
37,6,963.21,1071.14,40.51,65.04,0.35,-1,-1,-1
37,7,836.89,1103.78,16.16,25.40,0.27,-1,-1,-1
37,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
37,10,869.89,363.79,42.04,58.33,0.37,-1,-1,-1
38,3,1102.66,535.13,35.04,59.88,0.23,-1,-1,-1
38,5,1189.18,657.72,48.09,81.93,0.25,-1,-1,-1
38,6,969.10,1082.86,39.87,64.02,0.35,-1,-1,-1
38,7,844.89,1110.41,16.16,25.40,0.27,-1,-1,-1
38,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
38,10,865.45,373.66,39.10,61.69,0.22,-1,-1,-1
39,3,1103.27,538.87,35.60,63.62,0.23,-1,-1,-1
39,5,1192.67,659.34,48.26,82.21,0.25,-1,-1,-1
39,6,974.99,1094.60,39.23,62.99,0.35,-1,-1,-1
39,7,852.89,1117.05,16.16,25.40,0.27,-1,-1,-1
39,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
39,10,865.34,372.13,39.31,63.25,0.31,-1,-1,-1
40,3,1102.27,538.88,37.56,67.04,0.28,-1,-1,-1
40,5,1196.16,660.96,48.43,82.50,0.25,-1,-1,-1
40,6,980.89,1106.34,38.58,61.94,0.35,-1,-1,-1
40,7,860.88,1123.68,16.16,25.40,0.27,-1,-1,-1
40,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
40,10,864.15,374.17,39.37,63.35,0.31,-1,-1,-1
41,3,1103.26,540.39,37.60,67.11,0.28,-1,-1,-1
41,5,1199.65,662.59,48.60,82.79,0.25,-1,-1,-1
41,6,986.80,1118.09,37.91,60.88,0.35,-1,-1,-1
41,7,868.88,1130.32,16.16,25.40,0.27,-1,-1,-1
41,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
41,10,862.97,376.20,39.43,63.45,0.31,-1,-1,-1
42,3,1098.02,535.51,39.19,66.87,0.24,-1,-1,-1
42,5,1203.15,664.21,48.76,83.07,0.25,-1,-1,-1
42,6,992.71,1129.85,37.24,59.79,0.35,-1,-1,-1
42,7,876.88,1136.95,16.16,25.40,0.27,-1,-1,-1
42,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
42,10,861.78,378.23,39.50,63.55,0.31,-1,-1,-1
43,3,1098.53,536.44,39.25,66.97,0.24,-1,-1,-1
43,5,1206.64,665.83,48.93,83.36,0.25,-1,-1,-1
43,6,998.63,1141.62,36.55,58.69,0.35,-1,-1,-1
43,7,884.88,1143.59,16.16,25.40,0.27,-1,-1,-1
43,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
43,10,860.60,380.27,39.56,63.65,0.31,-1,-1,-1
44,3,1095.98,536.22,38.12,67.96,0.30,-1,-1,-1
44,5,1210.13,667.45,49.10,83.64,0.25,-1,-1,-1
44,6,1004.55,1153.40,35.85,57.56,0.35,-1,-1,-1
44,7,892.88,1150.22,16.16,25.40,0.27,-1,-1,-1
44,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
44,10,859.42,382.30,39.62,63.76,0.31,-1,-1,-1
45,3,1096.17,537.09,38.17,68.05,0.30,-1,-1,-1
45,5,1213.62,669.08,49.26,83.92,0.25,-1,-1,-1
45,6,1010.48,1165.19,35.13,56.41,0.35,-1,-1,-1
45,7,900.87,1156.85,16.16,25.40,0.27,-1,-1,-1
45,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
45,10,858.23,384.33,39.69,63.86,0.31,-1,-1,-1
46,3,1095.26,537.97,38.14,68.07,0.33,-1,-1,-1
46,5,1217.11,670.70,49.43,84.20,0.25,-1,-1,-1
46,6,1016.42,1177.00,34.40,55.24,0.35,-1,-1,-1
46,7,908.87,1163.49,16.16,25.40,0.27,-1,-1,-1
46,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
46,10,857.05,386.37,39.75,63.96,0.31,-1,-1,-1
47,3,1094.44,539.90,39.42,67.49,0.40,-1,-1,-1
47,5,1220.60,672.33,49.59,84.48,0.25,-1,-1,-1
47,6,1022.36,1188.82,33.66,54.04,0.35,-1,-1,-1
47,7,916.87,1170.12,16.16,25.40,0.27,-1,-1,-1
47,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
47,10,855.86,388.40,39.81,64.06,0.31,-1,-1,-1
48,3,1092.83,541.63,40.53,66.48,0.40,-1,-1,-1
48,5,1224.10,673.95,49.76,84.76,0.25,-1,-1,-1
48,6,1028.32,1200.65,32.89,52.81,0.35,-1,-1,-1
48,7,924.87,1176.76,16.16,25.40,0.27,-1,-1,-1
48,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
48,10,854.68,390.44,39.88,64.16,0.31,-1,-1,-1
49,3,1090.98,544.17,39.53,65.52,0.39,-1,-1,-1
49,5,1227.59,675.58,49.92,85.04,0.25,-1,-1,-1
49,6,1034.28,1212.49,32.11,51.56,0.35,-1,-1,-1
49,7,932.86,1183.39,16.16,25.40,0.27,-1,-1,-1
49,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
49,10,853.49,392.47,39.94,64.26,0.31,-1,-1,-1
50,3,1090.90,548.65,38.56,65.90,0.32,-1,-1,-1
50,5,1231.08,677.20,50.08,85.32,0.25,-1,-1,-1
50,6,1040.26,1224.35,31.31,50.27,0.35,-1,-1,-1
50,7,940.86,1190.03,16.16,25.40,0.27,-1,-1,-1
50,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
50,10,848.97,391.25,40.17,65.60,0.29,-1,-1,-1
51,3,1091.10,551.12,39.06,67.68,0.45,-1,-1,-1
51,5,1234.58,678.83,50.24,85.59,0.25,-1,-1,-1
51,6,1046.24,1236.23,30.49,48.95,0.35,-1,-1,-1
51,7,948.86,1196.66,16.16,25.40,0.27,-1,-1,-1
51,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
51,10,847.54,393.07,40.26,65.76,0.29,-1,-1,-1
52,3,1090.37,551.95,40.22,68.50,0.43,-1,-1,-1
52,5,1238.07,680.46,50.41,85.87,0.25,-1,-1,-1
52,6,1052.23,1248.13,29.64,47.60,0.35,-1,-1,-1
52,7,956.86,1203.30,16.16,25.40,0.27,-1,-1,-1
52,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
52,10,846.11,394.88,40.36,65.91,0.29,-1,-1,-1
53,3,1087.67,551.56,39.64,68.14,0.30,-1,-1,-1
53,5,1241.56,682.09,50.57,86.14,0.25,-1,-1,-1
53,6,1058.24,1260.04,28.77,46.20,0.35,-1,-1,-1
53,7,964.85,1209.93,16.16,25.40,0.27,-1,-1,-1
53,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
53,10,844.67,396.70,40.45,66.06,0.29,-1,-1,-1
54,3,1087.13,552.18,39.77,67.02,0.44,-1,-1,-1
54,5,1245.06,683.71,50.73,86.42,0.25,-1,-1,-1
54,6,1064.26,1271.98,27.88,44.76,0.35,-1,-1,-1
54,7,972.85,1216.56,16.16,25.40,0.27,-1,-1,-1
54,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
54,10,843.24,398.52,40.54,66.21,0.29,-1,-1,-1
55,3,1086.66,553.39,39.82,67.10,0.44,-1,-1,-1
55,5,1248.55,685.34,50.89,86.69,0.25,-1,-1,-1
55,6,1070.30,1283.94,26.95,43.27,0.35,-1,-1,-1
55,7,980.85,1223.20,16.16,25.40,0.27,-1,-1,-1
55,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
55,10,841.81,400.34,40.63,66.36,0.29,-1,-1,-1
56,3,1086.20,554.60,39.87,67.19,0.44,-1,-1,-1
56,5,1252.05,686.97,51.05,86.96,0.25,-1,-1,-1
56,6,1076.35,1295.93,25.99,41.73,0.35,-1,-1,-1
56,7,988.85,1229.83,16.16,25.40,0.27,-1,-1,-1
56,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
56,10,840.75,399.40,43.25,64.76,0.34,-1,-1,-1
57,3,1085.73,555.81,39.92,67.27,0.44,-1,-1,-1
57,5,1255.54,688.60,51.21,87.23,0.25,-1,-1,-1
57,6,1082.42,1307.95,24.99,40.13,0.35,-1,-1,-1
57,7,996.85,1236.47,16.16,25.40,0.27,-1,-1,-1
57,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
57,10,840.35,399.33,44.80,61.43,0.32,-1,-1,-1
58,3,1087.07,559.73,42.06,65.98,0.46,-1,-1,-1
58,5,1259.04,690.23,51.37,87.50,0.25,-1,-1,-1
58,6,1088.51,1320.00,23.96,38.46,0.35,-1,-1,-1
58,7,1004.84,1243.10,16.16,25.40,0.27,-1,-1,-1
58,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
58,10,839.17,400.58,44.91,61.58,0.32,-1,-1,-1
59,3,1086.77,558.48,40.35,63.64,0.39,-1,-1,-1
59,5,1262.53,691.86,51.52,87.77,0.25,-1,-1,-1
59,6,1094.63,1332.09,22.87,36.72,0.35,-1,-1,-1
59,7,1012.84,1249.74,16.16,25.40,0.27,-1,-1,-1
59,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
59,10,838.82,404.96,41.81,62.12,0.36,-1,-1,-1
60,3,1086.55,559.03,38.69,62.24,0.39,-1,-1,-1
60,5,1266.03,693.49,51.68,88.04,0.25,-1,-1,-1
60,6,1100.77,1344.22,21.73,34.89,0.35,-1,-1,-1
60,7,1020.84,1256.37,16.16,25.40,0.27,-1,-1,-1
60,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
60,10,839.61,408.07,38.48,62.31,0.32,-1,-1,-1
61,3,1086.83,562.82,36.72,62.33,0.26,-1,-1,-1
61,5,1269.53,695.12,51.84,88.31,0.25,-1,-1,-1
61,6,1106.95,1356.41,20.53,32.96,0.35,-1,-1,-1
61,7,1028.84,1263.01,16.16,25.40,0.27,-1,-1,-1
61,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
61,10,840.84,412.55,38.69,63.45,0.42,-1,-1,-1
62,3,1086.44,564.06,36.70,62.31,0.26,-1,-1,-1
62,5,1273.02,696.75,52.00,88.58,0.25,-1,-1,-1
62,6,1113.16,1368.65,19.25,30.91,0.35,-1,-1,-1
62,7,1036.83,1269.64,16.16,25.40,0.27,-1,-1,-1
62,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
62,10,841.37,415.24,40.02,64.38,0.46,-1,-1,-1
63,3,1089.63,569.66,38.94,65.19,0.44,-1,-1,-1
63,5,1276.52,698.38,52.15,88.84,0.25,-1,-1,-1
63,6,1119.41,1380.96,17.88,28.72,0.35,-1,-1,-1
63,7,1044.83,1276.27,16.16,25.40,0.27,-1,-1,-1
63,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
63,10,840.61,417.38,40.05,64.44,0.46,-1,-1,-1
64,3,1087.78,569.69,41.17,66.62,0.36,-1,-1,-1
64,5,1280.01,700.02,52.31,89.11,0.25,-1,-1,-1
64,6,1125.73,1393.37,16.40,26.34,0.35,-1,-1,-1
64,7,1052.83,1282.91,16.16,25.40,0.27,-1,-1,-1
64,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
64,10,839.55,416.66,39.32,62.87,0.35,-1,-1,-1
65,3,1086.91,569.48,41.74,66.21,0.33,-1,-1,-1
65,5,1283.51,701.65,52.46,89.37,0.25,-1,-1,-1
65,6,1132.11,1405.90,14.77,23.72,0.35,-1,-1,-1
65,7,1060.83,1289.54,16.16,25.40,0.27,-1,-1,-1
65,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
65,10,838.62,417.93,36.35,62.09,0.26,-1,-1,-1
66,3,1086.79,570.91,41.80,66.29,0.33,-1,-1,-1
66,5,1287.01,703.28,52.62,89.64,0.25,-1,-1,-1
66,6,1138.60,1418.59,12.94,20.78,0.35,-1,-1,-1
66,7,1068.82,1296.18,16.16,25.40,0.27,-1,-1,-1
66,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
66,10,839.28,421.46,35.31,62.18,0.31,-1,-1,-1
67,3,1086.66,572.33,41.85,66.38,0.33,-1,-1,-1
67,5,1290.51,704.91,52.77,89.90,0.25,-1,-1,-1
67,6,1145.25,1431.52,10.80,17.34,0.35,-1,-1,-1
67,7,1076.82,1302.81,16.16,25.40,0.27,-1,-1,-1
67,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
67,10,839.69,423.53,37.91,64.54,0.39,-1,-1,-1
67,15,723.57,758.06,41.50,78.52,0.25,-1,-1,-1
68,3,1089.39,573.19,40.40,65.11,0.25,-1,-1,-1
68,5,1294.00,706.55,52.93,90.16,0.25,-1,-1,-1
68,7,1084.82,1309.45,16.16,25.40,0.27,-1,-1,-1
68,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
68,10,842.29,423.25,39.92,63.52,0.41,-1,-1,-1
68,15,732.39,767.22,42.21,82.56,0.26,-1,-1,-1
69,3,1091.25,573.48,40.66,66.43,0.24,-1,-1,-1
69,5,1297.50,708.18,53.08,90.43,0.25,-1,-1,-1
69,7,1092.82,1316.08,16.16,25.40,0.27,-1,-1,-1
69,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
69,10,842.06,425.02,39.94,63.54,0.41,-1,-1,-1
69,15,740.90,777.08,43.56,85.20,0.26,-1,-1,-1
70,3,1092.10,573.67,42.30,65.39,0.45,-1,-1,-1
70,5,1301.00,709.82,53.23,90.69,0.25,-1,-1,-1
70,7,1100.82,1322.72,16.16,25.40,0.27,-1,-1,-1
70,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
70,10,841.82,426.79,39.96,63.57,0.41,-1,-1,-1
70,15,747.30,778.21,35.15,66.65,0.31,-1,-1,-1
71,3,1092.27,572.84,42.54,64.13,0.35,-1,-1,-1
71,5,1304.50,711.45,53.39,90.95,0.25,-1,-1,-1
71,7,1108.81,1329.35,16.16,25.40,0.27,-1,-1,-1
71,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
71,10,844.30,431.36,36.92,64.08,0.24,-1,-1,-1
71,15,755.29,784.91,32.41,61.45,0.31,-1,-1,-1
72,3,1091.47,575.22,40.43,64.06,0.43,-1,-1,-1
72,5,1308.00,713.09,53.54,91.21,0.25,-1,-1,-1
72,7,1116.81,1335.98,16.16,25.40,0.27,-1,-1,-1
72,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
72,10,847.95,431.47,36.62,64.65,0.42,-1,-1,-1
72,15,763.41,791.84,29.41,55.77,0.31,-1,-1,-1
73,3,1091.97,576.31,38.65,64.25,0.34,-1,-1,-1
73,5,1311.49,714.72,53.69,91.46,0.25,-1,-1,-1
73,7,1124.81,1342.62,16.16,25.40,0.27,-1,-1,-1
73,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
73,10,849.60,430.25,37.05,65.39,0.22,-1,-1,-1
73,15,771.69,799.11,26.08,49.44,0.31,-1,-1,-1
74,3,1093.31,575.11,39.59,64.23,0.43,-1,-1,-1
74,5,1314.99,716.36,53.84,91.72,0.25,-1,-1,-1
74,7,1132.81,1349.25,16.16,25.40,0.27,-1,-1,-1
74,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
74,10,849.94,431.91,37.04,65.37,0.22,-1,-1,-1
74,15,780.23,806.84,22.25,42.18,0.31,-1,-1,-1
75,3,1094.66,574.02,40.86,65.40,0.45,-1,-1,-1
75,5,1318.49,717.99,53.99,91.98,0.25,-1,-1,-1
75,7,1140.80,1355.89,16.16,25.40,0.27,-1,-1,-1
75,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
75,10,850.28,433.57,37.03,65.35,0.22,-1,-1,-1
75,15,789.17,815.34,17.60,33.37,0.31,-1,-1,-1
76,3,1093.46,571.37,41.47,65.06,0.39,-1,-1,-1
76,5,1321.99,719.63,54.14,92.24,0.25,-1,-1,-1
76,7,1148.80,1362.52,16.16,25.40,0.27,-1,-1,-1
76,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
76,10,850.62,435.23,37.02,65.33,0.22,-1,-1,-1
76,15,799.01,825.54,11.16,21.16,0.31,-1,-1,-1
77,3,1092.97,568.82,41.11,63.39,0.39,-1,-1,-1
77,5,1325.49,721.27,54.29,92.49,0.25,-1,-1,-1
77,7,1156.80,1369.16,16.16,25.40,0.27,-1,-1,-1
77,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
77,10,850.96,436.89,37.01,65.31,0.22,-1,-1,-1
77,15,805.63,829.64,11.16,21.16,0.31,-1,-1,-1
78,3,1091.35,566.82,40.55,62.20,0.29,-1,-1,-1
78,5,1328.99,722.90,54.44,92.75,0.25,-1,-1,-1
78,7,1164.80,1375.79,16.16,25.40,0.27,-1,-1,-1
78,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
78,10,845.24,425.69,40.45,68.99,0.37,-1,-1,-1
78,15,812.25,833.74,11.16,21.16,0.31,-1,-1,-1
79,3,1091.37,566.65,40.56,62.23,0.29,-1,-1,-1
79,5,1332.49,724.54,54.59,93.00,0.25,-1,-1,-1
79,7,1172.79,1382.42,16.16,25.40,0.27,-1,-1,-1
79,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
79,10,846.26,424.81,43.24,67.58,0.44,-1,-1,-1
79,15,818.87,837.84,11.16,21.16,0.31,-1,-1,-1
80,3,1088.74,567.88,41.75,63.90,0.42,-1,-1,-1
80,5,1335.99,726.18,54.74,93.25,0.25,-1,-1,-1
80,7,1180.79,1389.06,16.16,25.40,0.27,-1,-1,-1
80,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
80,10,846.75,425.90,44.52,65.04,0.24,-1,-1,-1
80,15,825.49,841.93,11.16,21.16,0.31,-1,-1,-1
81,3,1089.44,566.97,42.77,64.63,0.44,-1,-1,-1
81,5,1339.49,727.82,54.89,93.51,0.25,-1,-1,-1
81,7,1188.79,1395.69,16.16,25.40,0.27,-1,-1,-1
81,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
81,10,846.49,426.63,42.62,62.74,0.24,-1,-1,-1
81,15,832.11,846.03,11.16,21.16,0.31,-1,-1,-1
82,3,1087.01,563.16,42.60,62.70,0.33,-1,-1,-1
82,5,1342.99,729.46,55.04,93.76,0.25,-1,-1,-1
82,7,1196.79,1402.33,16.16,25.40,0.27,-1,-1,-1
82,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
82,10,846.62,427.06,42.66,62.80,0.24,-1,-1,-1
82,15,838.73,850.13,11.16,21.16,0.31,-1,-1,-1
83,3,1085.03,561.72,40.75,61.99,0.39,-1,-1,-1
83,5,1346.49,731.10,55.19,94.01,0.25,-1,-1,-1
83,7,1204.78,1408.96,16.16,25.40,0.27,-1,-1,-1
83,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
83,10,844.31,427.72,39.74,63.29,0.27,-1,-1,-1
83,15,845.35,854.23,11.16,21.16,0.31,-1,-1,-1
84,3,1085.43,562.63,37.78,62.77,0.31,-1,-1,-1
84,5,1349.99,732.73,55.33,94.26,0.25,-1,-1,-1
84,7,1212.78,1415.60,16.16,25.40,0.27,-1,-1,-1
84,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
84,10,844.03,424.13,39.93,65.62,0.37,-1,-1,-1
84,15,851.97,858.33,11.16,21.16,0.31,-1,-1,-1
85,3,1086.30,562.82,35.89,62.75,0.28,-1,-1,-1
85,5,1353.49,734.37,55.48,94.51,0.25,-1,-1,-1
85,7,1220.78,1422.23,16.16,25.40,0.27,-1,-1,-1
85,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
85,10,843.83,424.34,39.95,65.66,0.37,-1,-1,-1
85,15,858.59,862.42,11.16,21.16,0.31,-1,-1,-1
86,3,1086.64,560.32,37.16,65.95,0.45,-1,-1,-1
86,5,1357.00,736.01,55.63,94.76,0.25,-1,-1,-1
86,7,1228.78,1428.87,16.16,25.40,0.27,-1,-1,-1
86,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
86,10,843.63,424.56,39.98,65.70,0.37,-1,-1,-1
86,15,865.21,866.52,11.16,21.16,0.31,-1,-1,-1
87,3,1084.10,557.38,39.08,67.26,0.29,-1,-1,-1
87,5,1360.50,737.65,55.77,95.01,0.25,-1,-1,-1
87,7,1236.78,1435.50,16.16,25.40,0.27,-1,-1,-1
87,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
87,10,843.43,424.77,40.00,65.74,0.37,-1,-1,-1
87,15,871.83,870.62,11.16,21.16,0.31,-1,-1,-1
87,19,691.70,850.70,35.51,97.06,0.23,-1,-1,-1
88,3,1084.77,552.12,38.52,66.93,0.44,-1,-1,-1
88,5,1364.00,739.30,55.92,95.26,0.25,-1,-1,-1
88,7,1244.77,1442.13,16.16,25.40,0.27,-1,-1,-1
88,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
88,10,843.22,424.98,40.03,65.78,0.37,-1,-1,-1
88,15,878.45,874.72,11.16,21.16,0.31,-1,-1,-1
88,19,691.70,850.70,35.51,97.06,0.23,-1,-1,-1
89,3,1084.36,551.10,38.54,66.96,0.44,-1,-1,-1
89,5,1367.50,740.94,56.06,95.51,0.25,-1,-1,-1
89,7,1252.77,1448.77,16.16,25.40,0.27,-1,-1,-1
89,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
89,10,843.02,425.19,40.05,65.82,0.37,-1,-1,-1
89,15,885.07,878.81,11.16,21.16,0.31,-1,-1,-1
89,19,708.69,859.27,37.62,97.45,0.22,-1,-1,-1
90,3,1086.50,549.14,37.72,65.68,0.34,-1,-1,-1
90,5,1371.00,742.58,56.21,95.75,0.25,-1,-1,-1
90,7,1260.77,1455.40,16.16,25.40,0.27,-1,-1,-1
90,9,1072.04,841.17,47.02,141.03,0.25,-1,-1,-1
90,10,845.38,418.47,43.53,66.20,0.27,-1,-1,-1
